Year,Engine HP,Engine Cylinders,Number of Doors,highway MPG,city mpg,Popularity,MSRP
2015,94,4,2,37,36,105,15665
2016,241,4,4,33,22,454,37325
2017,241,4,4,32,22,454,37825
2013,204,6,2,30,21,454,42610
2014,204,6,2,30,21,454,42860
2015,204,6,2,30,21,454,43360
2013,204,6,4,30,21,454,35065
2013,204,6,4,27,21,454,37525
2014,204,6,4,30,21,454,36100
2014,204,6,4,27,20,454,38635
2015,204,6,4,30,21,454,36550
2015,204,6,4,30,21,454,41440
2015,204,6,4,27,20,454,39085
2015,204,6,4,27,20,454,43690
2005,215,6,4,23,16,454,31105
2005,215,6,4,23,16,454,31105
2005,215,6,4,23,16,454,29735
2016,255,6,4,26,19,454,39700
2017,255,6,4,26,19,454,40200
2013,306,6,2,27,19,454,46890
2014,306,6,2,27,19,454,47140
2015,306,6,2,27,19,454,47640
2014,306,6,4,28,19,454,39615
2014,306,6,4,26,19,454,41850
2015,306,6,4,28,19,454,40065
2015,306,6,4,26,19,454,42300
2016,306,6,4,26,19,454,43035
2016,306,6,4,28,19,454,40870
2012,416,8,4,23,16,454,61300
2013,416,8,4,23,16,454,61750
2014,416,8,4,23,16,454,63600
1995,210,6,4,22,16,190,2000
1996,210,6,4,22,16,190,2000
1996,210,6,4,22,16,190,2000
1997,210,6,4,22,16,190,2081
1997,210,6,4,22,16,190,2032
1997,210,6,4,22,16,190,2081
1997,210,6,4,22,16,190,2000
2013,210,4,4,32,24,873,25270
2013,200,4,4,33,22,873,26195
2013,210,4,4,33,22,873,24170
2013,210,4,4,32,24,873,29525
2013,200,4,4,32,24,873,27295
2013,200,4,4,32,24,873,27295
2013,200,4,4,33,22,873,28200
2013,210,4,4,33,22,873,24170
2013,210,4,4,33,22,873,26420
2013,210,4,4,32,24,873,27520
2013,200,4,4,32,24,873,29300
2013,200,4,4,32,24,873,25045
2013,200,4,4,32,24,873,29300
2013,200,4,4,33,22,873,26195
2013,210,4,4,33,22,873,28425
2013,200,4,4,33,22,873,28200
2013,200,4,4,33,22,873,23945
2013,210,4,4,32,24,873,27520
2013,210,4,4,33,22,873,28425
2013,200,4,4,32,24,873,25045
2013,200,4,4,33,22,873,23945
2013,210,4,4,32,24,873,25270
2013,210,4,4,32,24,873,29525
2013,210,4,4,33,22,873,26420
2014,210,4,4,33,23,873,24535
2014,210,4,4,32,24,873,30875
2014,210,4,4,32,24,873,28555
2014,210,4,4,33,23,873,29775
2014,210,4,4,33,23,873,28855
2014,210,4,4,32,24,873,27925
2014,210,4,4,33,23,873,27455
2014,210,4,4,32,24,873,30875
2014,210,4,4,32,24,873,25635
2014,210,4,4,33,23,873,29775
2014,210,4,4,33,23,873,27455
2014,210,4,4,33,23,873,28855
2014,210,4,4,32,24,873,25635
2014,210,4,4,33,23,873,24535
2014,210,4,4,33,23,873,26825
2014,210,4,4,32,24,873,28555
2014,210,4,4,32,24,873,27925
2014,210,4,4,32,24,873,29955
2014,210,4,4,32,24,873,29955
2014,210,4,4,33,23,873,26825
2013,170,4,4,48,42,873,26990
2013,170,4,4,48,42,873,24995
2013,170,4,4,48,42,873,29325
2013,170,4,4,48,42,873,31180
2014,170,4,4,48,42,873,31895
2014,170,4,4,48,42,873,25560
2014,170,4,4,48,42,873,27645
2014,170,4,4,48,42,873,30245
2012,170,5,4,31,24,873,24210
2012,170,5,4,31,24,873,21295
2012,140,4,4,42,30,873,28120
2012,170,5,4,31,24,873,24210
2012,170,5,4,31,24,873,21295
2012,170,5,4,33,23,873,20195
2012,170,5,4,33,23,873,20195
2012,140,4,4,39,29,873,28390
2012,140,4,4,39,29,873,29220
2012,170,5,4,31,24,873,25960
2012,140,4,4,39,29,873,26640
2012,170,5,4,31,24,873,25960
2012,140,4,4,42,30,873,25540
2012,140,4,4,42,30,873,27290
2013,170,5,4,31,24,873,21695
2013,170,5,4,31,24,873,21695
2013,140,4,4,39,29,873,29495
2013,170,5,4,33,23,873,20595
2013,140,4,4,42,30,873,28395
2013,140,4,4,39,29,873,26895
2013,170,5,4,33,23,873,20595
2013,140,4,4,39,29,873,28695
2013,170,5,4,31,24,873,24395
2013,170,5,4,31,24,873,26195
2013,170,5,4,31,24,873,26195
2013,170,5,4,31,24,873,24395
2013,140,4,4,42,30,873,27595
2013,140,4,4,42,30,873,25795
2014,170,5,4,33,23,873,20995
2014,140,4,4,39,29,873,27665
2014,140,4,4,39,29,873,30265
2014,140,4,4,42,30,873,29165
2014,170,5,4,30,23,873,26685
2014,170,5,4,30,23,873,24885
2014,170,5,4,30,23,873,22095
2014,170,5,4,30,23,873,26685
2014,170,5,4,33,23,873,20995
2014,140,4,4,42,30,873,26565
2014,170,5,4,30,23,873,24885
2014,170,5,4,30,23,873,22095
2014,140,4,4,39,29,873,29465
2014,140,4,4,42,30,873,28365
2015,170,4,4,37,25,873,22325
2015,210,4,4,33,23,873,29280
2015,170,4,4,37,25,873,23650
2015,170,4,4,37,25,873,25380
2015,150,4,4,45,31,873,25175
2015,210,4,4,33,23,873,26920
2015,170,4,4,37,25,873,20895
2015,150,4,4,46,31,873,21640
2015,210,4,4,33,23,873,26920
2015,210,4,4,32,24,873,28020
2015,150,4,4,45,31,873,22740
2015,210,4,4,32,24,873,30380
2015,210,4,4,33,23,873,29280
2015,150,4,4,46,31,873,24075
2015,210,4,4,32,24,873,30380
2015,115,4,4,34,25,873,16215
2015,210,4,4,32,24,873,28020
2015,115,4,4,34,25,873,17325
2015,170,4,4,37,25,873,20095
2015,170,4,4,37,25,873,23650
2015,170,4,4,37,25,873,18995
2015,150,4,4,46,31,873,26410
2015,170,4,4,37,25,873,22325
2015,170,4,4,37,25,873,20095
2015,170,4,4,37,25,873,25380
2015,170,4,4,48,42,873,31670
2015,115,4,4,34,23,873,18425
2015,150,4,4,45,31,873,27510
2015,115,4,4,34,23,873,19420
2015,115,4,4,34,25,873,18320
2015,170,4,4,37,25,873,18995
2015,170,4,4,37,25,873,21995
2016,150,4,4,39,28,873,22325
2016,170,4,4,36,25,873,23650
2016,210,4,4,33,23,873,29280
2016,150,4,4,39,28,873,19775
2016,170,4,4,36,25,873,25380
2016,210,4,4,33,24,873,28020
2016,210,4,4,33,23,873,26920
2016,150,4,4,39,28,873,18675
2016,210,4,4,33,23,873,26920
2016,170,4,4,36,25,873,23650
2016,170,4,4,36,25,873,21995
2016,150,4,4,39,28,873,18995
2016,150,4,4,39,28,873,20095
2016,170,4,4,37,25,873,20895
2016,170,4,4,48,42,873,31120
2016,150,4,4,39,28,873,17680
2016,210,4,4,33,24,873,28020
2016,150,4,4,39,28,873,18780
2016,210,4,4,33,24,873,30380
2016,210,4,4,33,24,873,30380
2016,210,4,4,33,23,873,29280
2016,170,4,4,36,25,873,25380
2017,210,4,4,33,24,873,28995
2017,150,4,4,38,28,873,21995
2017,150,4,4,40,28,873,20895
2017,150,4,4,38,28,873,18995
2017,150,4,4,40,28,873,17895
2017,170,4,4,35,25,873,24995
2017,210,4,4,33,23,873,27895
1999,190,6,2,16,13,549,2347
1999,190,6,4,19,14,549,2554
1999,190,6,4,19,14,549,2590
1999,190,6,2,19,14,549,2182
1999,190,6,4,19,14,549,2691
1999,190,6,2,19,14,549,2317
1999,190,6,4,19,14,549,2368
1999,190,6,4,19,14,549,2377
1999,190,6,4,19,14,549,2251
1999,190,6,2,21,15,549,2038
2000,190,6,2,20,15,549,2407
2000,190,6,2,16,13,549,2463
2000,190,6,4,18,14,549,2773
2000,190,6,4,20,15,549,2756
2000,190,6,4,20,15,549,2590
2000,190,6,4,18,14,549,2916
2000,190,6,2,21,15,549,2322
2000,190,6,4,20,15,549,2623
2000,190,6,4,18,14,549,2655
2000,190,6,2,18,14,549,2578
2001,190,6,4,20,15,549,26770
2001,190,6,2,16,13,549,22270
2001,190,6,2,18,14,549,25170
2001,190,6,4,18,14,549,31925
2001,190,6,2,20,14,549,19270
2001,190,6,2,20,15,549,22170
2001,190,6,4,18,14,549,30225
2001,190,6,4,20,15,549,28225
2001,190,6,4,18,14,549,33920
2001,190,6,4,18,14,549,28770
2001,190,6,4,20,15,549,29925
2015,283,6,4,24,16,1851,33295
2015,283,6,4,24,16,1851,33295
2015,283,6,4,24,16,1851,27395
2015,283,6,4,24,16,1851,28695
2015,173,4,4,26,19,1851,26595
2015,173,4,4,26,19,1851,23495
2015,283,6,4,24,16,1851,29995
2015,173,4,4,26,19,1851,25195
2015,173,4,4,26,19,1851,20695
2015,283,6,4,25,17,1851,31395
2015,283,6,4,25,17,1851,31395
2016,173,4,4,26,19,1851,27395
2016,173,4,4,26,19,1851,26295
2016,283,6,4,24,16,1851,26595
2016,283,6,4,24,16,1851,33695
2016,283,6,4,24,16,1851,28395
2016,283,6,4,25,17,1851,31795
2016,283,6,4,24,16,1851,30895
2016,173,4,4,26,19,1851,20995
2016,173,4,4,26,19,1851,24895
2016,283,6,4,24,16,1851,29795
2017,173,4,4,25,19,1851,20995
2017,283,6,4,24,16,1851,33695
2017,173,4,4,25,19,1851,26295
2017,283,6,4,24,16,1851,29795
2017,283,6,4,25,17,1851,31795
2017,283,6,4,24,16,1851,30995
2017,283,6,4,24,16,1851,26595
2017,173,4,4,25,19,1851,27495
2017,283,6,4,24,16,1851,28395
2017,173,4,4,25,19,1851,24895
2015,188,4,4,32,28,2009,25240
2015,215,4,4,31,25,2009,28020
2015,211,4,4,29,25,2009,30020
2015,188,4,4,31,26,2009,26940
2015,188,4,4,32,28,2009,20250
2015,188,4,4,32,28,2009,22300
2015,188,4,4,31,26,2009,24150
2015,188,4,4,31,26,2009,22100
2015,188,4,4,31,26,2009,27230
2015,188,4,4,34,28,2009,24830
2016,188,4,4,34,28,2009,24830
2016,188,4,4,31,26,2009,22100
2016,211,4,4,31,25,2009,28020
2016,188,4,4,32,28,2009,22300
2016,188,4,4,31,26,2009,24150
2016,188,4,4,31,26,2009,26940
2016,215,4,4,29,25,2009,30020
2016,188,4,4,32,28,2009,20250
2016,188,4,4,31,26,2009,27230
2016,188,4,4,32,28,2009,25240
2017,215,4,4,31,26,2009,28020
2017,188,4,4,33,27,2009,24830
2017,211,4,4,29,25,2009,30020
2017,188,4,4,30,26,2009,27230
2017,188,4,4,30,26,2009,26940
2017,188,4,4,30,26,2009,24400
2017,188,4,4,30,26,2009,22100
2017,188,4,4,32,28,2009,20250
2017,188,4,4,32,28,2009,22550
2017,188,4,4,32,28,2009,25240
1992,73,3,2,29,24,640,2000
1992,73,3,4,29,24,640,2000
1992,66,3,2,33,28,640,2000
1992,73,3,2,33,28,640,2000
1993,73,3,2,32,28,640,2000
1993,73,3,4,32,28,640,2000
1993,73,3,4,29,24,640,2000
1993,73,3,2,33,28,640,2000
1994,73,3,2,33,28,640,2000
1994,73,3,4,29,24,640,2000
2013,265,6,4,24,18,190,41250
2013,265,6,4,23,18,190,42650
2015,420,8,4,23,15,1720,59900
2015,420,8,4,23,15,1720,54500
2016,311,6,4,26,17,1720,49000
2016,420,8,4,23,15,1720,61900
2016,311,6,4,26,17,1720,54900
2011,180,4,4,31,23,481,21049
2011,180,4,4,30,23,481,22049
2011,180,4,4,30,23,481,24149
2011,180,4,4,29,22,481,27299
2011,180,4,4,29,22,481,23399
2011,185,4,4,29,20,481,24849
2011,185,4,4,29,20,481,23049
2011,180,4,4,30,23,481,25949
2011,180,4,4,30,23,481,22099
2011,180,4,4,29,22,481,25499
2011,185,4,4,31,21,481,18999
2012,180,4,4,30,23,481,23899
2012,180,4,4,29,22,481,25249
2012,180,4,4,29,22,481,27549
2012,180,4,4,30,23,481,22299
2012,180,4,4,29,22,481,23649
2012,180,4,4,29,22,481,25749
2012,180,4,4,30,23,481,24399
2012,185,4,4,31,21,481,18999
2012,180,4,4,30,23,481,26199
2012,185,4,4,29,20,481,25099
2012,180,4,4,31,23,481,20999
2012,185,4,4,29,20,481,22249
2012,180,4,4,29,22,481,27549
2012,180,4,4,30,23,481,26199
2012,180,4,4,30,23,481,22349
2013,180,4,4,30,23,481,25799
2013,180,4,4,30,23,481,21749
2013,180,4,4,29,22,481,23249
2013,180,4,4,29,22,481,28999
2013,185,4,4,29,20,481,19999
2013,180,4,4,29,22,481,27199
2015,182,4,4,36,25,155,35725
2015,304,6,4,28,18,155,31065
2015,304,6,4,26,17,155,40500
2015,304,6,4,28,18,155,39970
2015,182,4,4,36,25,155,33635
2015,304,6,4,28,18,155,38025
2015,304,6,4,26,17,155,38730
2016,304,6,4,28,18,155,34065
2016,304,6,4,28,18,155,40145
2016,304,6,4,26,17,155,38905
2016,304,6,4,28,18,155,35900
2016,304,6,4,28,18,155,33810
2016,304,6,4,26,17,155,40675
2016,304,6,4,28,18,155,38200
2016,304,6,4,28,18,155,31065
2017,310,6,4,31,21,155,36065
2017,310,6,4,31,21,155,38665
2017,310,6,4,29,20,155,43265
2017,310,6,4,31,21,155,32065
2017,310,6,4,31,21,155,41065
2013,291,4,4,22,17,436,37895
2013,291,4,4,23,17,436,34695
2014,291,4,4,22,17,436,38195
2014,291,4,4,23,17,436,34995
2015,303,4,4,23,17,436,37995
2015,291,4,4,23,17,436,34495
2015,291,4,4,22,17,436,38995
2012,168,4,4,29,22,436,21345
2012,148,4,4,32,24,436,18395
2013,148,4,4,32,24,436,18495
2013,168,4,4,29,22,436,21495
2014,168,4,4,29,22,436,21945
2014,148,4,4,32,24,436,18595
2015,148,4,4,34,25,436,17395
2015,237,4,4,25,18,436,29495
2015,168,4,4,31,22,436,20595
2015,168,4,4,30,23,436,21595
2015,168,4,4,29,22,436,20995
2015,148,4,4,34,26,436,18295
2016,148,4,4,35,27,436,18595
2016,168,4,4,31,23,436,20995
2016,148,4,4,34,24,436,17595
2016,168,4,4,31,24,436,23495
2016,168,4,4,31,22,436,22495
2016,168,4,4,31,23,436,19995
2016,168,4,4,31,23,436,21995
2017,168,4,4,30,23,436,20295
2017,168,4,4,30,23,436,21095
2017,148,4,4,34,27,436,18795
2017,148,4,4,33,24,436,17795
2017,168,4,4,30,23,436,22095
2015,381,8,4,18,13,2031,80155
2016,381,8,4,18,13,2031,83825
2017,381,8,4,18,13,2031,84325
2011,620,12,4,16,10,67,1380000
2012,620,12,4,16,10,67,1382750
1992,92,4,2,29,21,535,2000
1992,135,4,2,26,19,535,2000
1992,195,4,2,26,19,535,2000
1992,195,4,2,23,18,535,2000
1993,195,4,2,23,18,535,2000
1993,195,4,2,26,19,535,2000
1993,92,4,2,29,21,535,2000
1993,135,4,2,26,19,535,2000
1994,195,4,2,23,18,535,2000
1994,92,4,2,29,21,535,2000
1994,195,4,2,26,19,535,2000
1994,135,4,2,26,19,535,2000
1993,141,6,2,26,17,1013,2000
1993,141,6,4,26,18,1013,2000
1993,100,4,2,26,21,1013,2000
1993,141,6,2,24,17,1013,2000
1993,100,4,2,24,18,1013,2000
1993,141,6,2,26,18,1013,2000
1993,100,4,4,26,21,1013,2000
1993,141,6,2,26,18,1013,2000
1994,141,6,2,26,18,1013,2000
1994,142,6,4,24,18,1013,2000
1994,142,6,4,26,18,1013,2000
1995,141,6,2,26,18,1013,2000
1991,74,4,2,34,25,210,2000
1991,74,4,2,36,27,210,2000
1991,74,4,4,36,27,210,2000
1992,74,4,2,34,24,210,2000
1992,74,4,4,37,26,210,2000
1992,74,4,2,37,26,210,2000
1993,74,4,4,37,26,210,2000
1993,74,4,2,34,24,210,2000
1993,74,4,2,37,26,210,2000
2015,175,4,4,36,26,640,26495
2015,256,6,4,28,20,640,29595
2015,175,4,4,36,26,640,26795
2015,175,4,4,36,26,640,23495
2015,175,4,4,36,26,640,21995
2015,175,4,4,36,26,640,23795
2015,175,4,4,36,26,640,21695
2016,175,4,4,36,26,640,21745
2016,175,4,4,36,26,640,26845
2016,256,6,4,29,20,640,29945
2016,175,4,4,36,26,640,23845
2016,175,4,4,36,26,640,22045
2016,175,4,4,36,26,640,27145
2016,175,4,4,36,26,640,24145
2017,256,6,4,28,20,640,31640
2017,175,4,4,34,25,640,23995
2017,175,4,4,34,25,640,21995
2017,175,4,4,34,25,640,25995
2017,175,4,4,34,25,640,28840
1993,200,6,4,23,15,204,2000
1993,200,6,4,23,16,204,2060
1993,230,6,2,23,15,204,2042
1993,200,6,4,23,16,204,2000
1993,230,6,2,23,15,204,2000
1994,230,6,2,24,16,204,2181
1994,200,6,4,23,16,204,2028
1994,200,6,4,22,17,204,2063
1994,230,6,4,24,16,204,2066
1994,230,6,2,24,16,204,2384
1995,200,6,4,22,17,204,2356
1995,230,6,2,24,16,204,2506
1995,230,6,2,24,16,204,2265
1995,200,6,4,22,17,204,2144
1995,200,6,4,23,16,204,2135
1995,230,6,4,24,16,204,2066
2003,205,6,4,27,17,155,25645
2003,205,6,4,27,17,155,31420
2004,205,6,4,27,18,155,26040
2004,205,6,4,27,18,155,32085
2005,205,6,4,27,18,155,26725
2005,205,6,4,27,18,155,32385
2017,424,6,4,19,14,238,83000
2017,345,6,4,20,14,238,72000
2012,552,10,2,16,11,454,375000
1999,253,6,4,24,16,1013,2000
2000,253,6,4,24,16,1013,2087
2001,253,6,4,24,16,1013,28680
1992,90,4,4,28,22,640,2000
1992,90,4,4,29,22,640,2000
1992,90,4,4,26,21,640,2000
1992,90,4,4,26,21,640,2000
1993,90,4,4,28,22,640,2000
1993,90,4,4,26,21,640,2000
1993,90,4,4,29,22,640,2000
1993,90,4,4,26,21,640,2000
1994,90,4,4,26,21,640,2000
2013,240,4,4,24,17,258,36400
2013,240,4,4,24,17,258,41500
2013,240,4,4,24,17,258,38900
2014,240,4,4,24,17,258,36600
2014,240,4,4,24,17,258,39100
2014,240,4,4,24,17,258,41700
2015,240,4,4,24,17,258,36600
2015,240,4,4,24,17,258,39100
2015,240,4,4,24,17,258,41700
2008,300,8,4,17,12,258,48525
2008,300,8,4,17,12,258,54025
2009,300,8,4,17,12,258,45975
2014,340,6,4,19,14,258,49700
2014,340,6,4,19,14,258,59900
2014,340,6,4,19,14,258,54600
2014,340,6,4,19,14,258,69279
2015,340,6,4,19,14,258,60600
2015,340,6,4,19,14,258,50400
2015,340,6,4,19,14,258,55300
2016,340,6,4,19,15,258,50400
2016,340,6,4,19,15,258,55300
2016,340,6,4,19,15,258,60600
1998,290,8,4,23,17,454,4207
1999,290,8,4,23,16,454,4556
2000,290,8,4,23,16,454,5035
2004,290,8,4,23,16,454,55375
2005,290,8,4,23,16,454,56225
2006,278,8,4,23,16,454,56525
2015,360,8,4,23,16,454,82305
2015,386,8,4,24,16,454,84500
2015,386,8,4,24,16,454,78820
2015,386,8,4,24,16,454,72520
2015,360,8,4,23,16,454,75465
2015,360,8,4,23,16,454,87500
2016,360,8,4,23,16,454,75465
2016,386,8,4,24,16,454,78820
2016,386,8,4,24,16,454,72520
2016,360,8,4,23,16,454,82305
2017,359,8,4,23,16,454,82305
2017,386,8,4,24,16,454,72520
2017,386,8,4,24,16,454,78820
2017,359,8,4,23,16,454,75465
2014,438,8,4,23,19,454,120060
2015,438,8,4,23,19,454,120440
2016,438,8,4,23,19,454,120440
2004,232,6,4,24,17,61,36770
2004,280,8,4,23,15,61,43370
2004,232,6,4,24,17,61,36140
2004,280,8,4,23,15,61,39970
2004,232,6,4,24,17,61,32370
2005,280,8,4,22,16,61,43590
2005,232,6,4,24,17,61,32640
2005,232,6,4,24,17,61,36360
2005,232,6,4,24,17,61,36990
2005,280,8,4,22,16,61,40190
2006,280,8,4,23,16,61,39285
1997,240,6,4,24,16,26,2136
1997,205,6,4,26,17,26,2080
1998,195,6,4,27,17,26,2283
1998,240,6,4,25,16,26,2444
1999,240,6,4,25,16,26,2681
1999,205,6,4,27,17,26,2356
1990,150,8,4,22,15,5657,2000
1990,150,8,4,22,15,5657,2000
1990,150,8,4,22,15,5657,2000
1990,150,8,4,22,15,5657,2000
1990,150,8,4,22,15,5657,2000
1990,150,8,4,22,15,5657,2000
1991,150,8,4,22,15,5657,2000
1991,150,8,4,22,15,5657,2000
1991,150,8,4,22,15,5657,2000
1991,150,8,4,22,15,5657,2000
1991,150,8,4,22,15,5657,2000
1991,150,8,4,22,15,5657,2000
1991,150,8,4,22,15,5657,2000
2009,292,8,4,22,15,155,40205
2009,227,6,4,26,17,155,32520
2009,227,6,4,26,17,155,29265
2009,227,6,4,26,17,155,35770
2009,227,6,4,26,17,155,33120
2009,227,6,4,26,17,155,35270
2009,227,6,4,26,17,155,30770
2009,227,6,4,26,17,155,34670
2010,227,6,4,26,17,155,35730
2010,227,6,4,26,17,155,30930
2010,227,6,4,26,17,155,34830
2010,227,6,4,26,17,155,33230
2010,227,6,4,26,17,155,32730
2010,292,8,4,22,15,155,42515
2010,227,6,4,26,17,155,29230
2010,227,6,4,26,17,155,35625
2010,227,6,4,26,17,155,36230
2011,227,6,4,27,17,155,29730
2011,227,6,4,27,17,155,35675
2011,227,6,4,27,17,155,33130
2011,292,8,4,23,15,155,44460
1994,120,6,3,21,17,1385,2000
1994,120,6,3,21,17,1385,2000
1995,120,6,3,21,17,1385,2000
1995,120,6,3,21,17,1385,2000
1996,180,6,3,24,17,1385,2000
1996,180,6,3,24,17,1385,2000
1999,160,6,4,26,17,1385,2000
1999,160,6,4,26,17,1385,2000
1999,200,6,4,27,17,1385,2044
2000,175,6,4,27,18,1385,2100
2001,175,6,4,26,18,1385,18890
1996,212,6,4,14,12,454,3667
1997,212,6,4,14,12,454,4282
2005,235,8,4,16,12,454,65225
2006,275,8,4,15,12,454,67395
2007,268,8,4,15,12,454,67395
2015,383,8,4,17,12,454,83180
2016,383,8,4,18,13,454,88880
2017,383,8,4,18,13,454,89380
2013,240,6,4,28,20,617,51270
2013,518,8,4,17,13,617,96100
2013,402,8,4,20,14,617,58800
2013,302,6,4,23,18,617,49770
2013,302,6,4,23,18,617,47270
2014,518,8,4,17,13,617,97250
2014,240,6,4,28,20,617,51790
2014,302,6,4,22,17,617,50290
2014,402,8,4,19,14,617,59450
2014,302,6,4,24,18,617,47790
2015,329,6,4,22,18,617,62900
2015,302,6,4,24,18,617,48300
2015,518,8,4,17,13,617,98400
2015,302,6,4,22,17,617,50800
2016,365,6,2,26,18,3916,51700
2017,365,6,2,26,18,3916,51700
1990,162,6,2,23,17,190,2000
1991,162,6,2,23,17,190,2000
1991,162,6,2,23,17,190,2000
1992,162,6,2,23,17,190,2000
1992,162,6,2,23,17,190,2000
2008,275,6,4,23,16,190,43900
2008,275,6,4,22,16,190,45650
2009,303,6,4,25,17,190,45800
2009,275,6,4,22,16,190,47950
2010,303,6,4,25,17,190,45800
2010,303,6,4,22,16,190,47950
2011,330,6,4,24,17,190,49200
2011,330,6,4,26,18,190,47050
2015,425,6,4,26,17,3916,62000
2016,425,6,4,26,17,3916,63500
2017,425,6,4,26,17,3916,64000
2016,493,6,2,23,16,3916,133205
2008,325,8,4,21,16,190,50250
2008,325,8,4,20,14,190,52750
2009,325,8,4,21,16,190,52150
2009,325,8,4,20,14,190,54650
2010,325,8,4,20,14,190,54650
2010,325,8,4,21,16,190,52150
2015,425,6,2,26,17,3916,64200
2015,425,6,2,26,17,3916,72500
2016,425,6,2,26,17,3916,74200
2016,425,6,2,26,17,3916,65700
2017,425,6,2,26,17,3916,74700
2017,425,6,2,26,17,3916,66200
2011,420,8,4,23,16,190,60950
2011,420,8,4,25,16,190,58450
2014,552,8,4,20,14,3916,92900
2015,560,8,4,20,14,3916,93600
2016,560,8,4,20,14,3916,94100
2015,560,8,4,20,14,3916,115700
2016,552,8,4,20,14,3916,117200
2017,560,8,4,20,14,3916,117500
2015,560,8,2,20,14,3916,118200
2015,560,8,2,20,14,3916,111900
2016,552,8,2,20,14,3916,119700
2016,552,8,2,20,14,3916,113400
2017,560,8,2,20,14,3916,113700
2017,560,8,2,22,15,3916,120000
2015,400,6,4,23,17,1715,72300
2015,340,6,4,23,17,1715,49900
2016,340,6,4,23,17,1715,52600
2016,400,6,4,23,17,1715,73900
2017,360,6,4,23,17,1715,67200
2017,340,6,4,23,17,1715,54400
2017,400,6,4,23,17,1715,76000
2017,252,4,4,25,20,1715,47500
2006,340,8,4,22,15,1851,32855
2006,340,8,4,23,15,1851,30855
2006,190,6,4,26,18,1851,22680
2006,250,6,4,22,15,1851,29100
2006,425,8,4,18,13,1851,37320
2007,250,6,4,22,15,1851,29860
2007,190,6,4,26,18,1851,23370
2007,340,8,4,23,15,1851,31515
2007,340,8,4,22,15,1851,33615
2007,425,8,4,18,13,1851,37795
2008,425,8,4,18,13,1851,38105
2008,340,8,4,22,15,1851,33880
2008,250,6,4,24,17,1851,27225
2008,250,6,4,22,15,1851,29855
2008,340,8,4,23,15,1851,31780
2008,178,6,4,26,18,1851,23420
2008,219,6,4,29,18,1385,20320
2008,145,4,4,30,22,1385,17935
2008,219,6,4,29,18,1385,19695
2008,164,4,4,32,24,1385,23640
2009,164,4,4,34,26,1385,25555
2010,164,4,4,34,26,1385,25925
2016,197,4,4,34,24,1385,23835
2016,197,4,4,34,24,1385,22565
2016,197,4,4,34,24,1385,28420
2016,197,4,4,34,24,1385,22565
2005,200,6,4,28,20,1385,24610
2005,200,6,4,28,20,1385,21465
2005,200,6,4,28,20,1385,20965
2006,201,6,4,28,20,1385,23465
2006,201,6,4,28,20,1385,20165
2006,240,6,4,24,16,1385,23265
2006,201,6,4,28,20,1385,19565
2007,217,6,4,28,18,1385,20575
2007,217,6,4,28,18,1385,19795
2007,240,6,4,22,15,1385,23710
2007,217,6,4,28,18,1385,23915
2015,196,4,4,36,25,1385,28195
2015,196,4,4,36,25,1385,25470
2015,259,4,4,30,21,1385,30355
2015,196,4,4,36,25,1385,22340
2015,259,4,4,30,21,1385,27005
2015,196,4,4,36,25,1385,23610
2015,196,4,4,36,25,1385,22340
2016,160,4,4,37,27,1385,21625
2016,250,4,4,33,22,1385,28620
2016,182,4,4,46,47,1385,27770
2016,250,4,4,33,22,1385,30920
2016,160,4,4,37,27,1385,23120
2016,160,4,4,37,27,1385,25020
2016,160,4,4,37,27,1385,23120
2017,160,4,4,36,27,1385,25125
2017,182,4,4,43,49,1385,27875
2017,160,4,4,36,27,1385,21680
2017,250,4,4,33,22,1385,30975
2017,160,4,4,36,27,1385,23225
2006,300,8,4,18,13,61,38680
2006,300,8,4,16,12,61,42235
2007,300,8,4,16,12,61,41225
2007,300,8,4,16,12,61,41525
2007,300,8,4,16,12,61,38425
2007,300,8,4,16,12,61,38125
2008,300,8,4,16,12,61,38915
2008,300,8,4,17,13,61,42015
2008,300,8,4,17,13,61,41715
2008,300,8,4,16,12,61,38615
1996,280,8,2,24,16,61,2000
1996,280,8,2,24,16,61,2000
1997,280,8,2,24,16,61,2263
1997,280,8,2,24,16,61,2209
1998,280,8,2,24,15,61,2411
1998,290,8,2,24,15,61,2459
1990,225,8,2,22,15,61,2000
1990,225,8,2,22,15,61,2000
1991,225,8,2,22,15,61,2000
1991,225,8,2,22,15,61,2000
1992,225,8,2,22,15,61,2000
1992,225,8,2,22,15,61,2000
2011,132,4,4,32,25,2031,19685
2011,158,4,4,29,21,2031,20755
2011,158,4,4,28,21,2031,19565
2011,158,4,4,26,20,2031,21715
2011,132,4,4,32,26,2031,18845
2012,158,4,4,26,20,2031,21715
2012,132,4,4,32,26,2031,18845
2012,158,4,4,29,21,2031,20755
2012,132,4,4,32,25,2031,19685
2012,158,4,4,28,21,2031,19565
2013,132,4,4,32,25,2031,20115
2013,158,4,4,26,20,2031,22415
2013,158,4,4,28,21,2031,20265
2013,158,4,4,29,21,2031,21455
2013,132,4,4,32,26,2031,19275
2014,290,6,4,26,19,2009,34380
2014,290,6,4,26,19,2009,31290
2016,300,6,4,30,22,2009,36990
2016,300,6,4,30,22,2009,34490
2016,300,6,4,30,22,2009,32510
2016,300,6,4,30,22,2009,39960
2016,300,6,4,30,22,2009,37770
2017,300,6,4,30,21,2009,34590
